번호,제작연도,영화명,장르,감독,프로듀서,각본,캐스팅,크랭크인,크랭크업,제공,배급,제작사,개봉(예정),비고
1474,2012,사이코메트리,미스터리,권호영,"김태원 , 최윤호 , 문성주","이영종 , 한준희","김강우 , 김범 , 박혁권 , 이준혁 , 서현철 , 박성웅 , 박병렬 , 박은영 , 서왕석 , 박주형 , 정윤선 , 유재상 , 윤박 , 서영화 , 유승목 , 이솜 , 오희준 , 손산 , 박성연 , 정종열 , 최교식 , 김기천 , 박서연",2012-03-15,2012-06-21,(주)씨제이이엔엠,(주)씨제이이엔엠,"(주)엠픽처스 , (주)파워이엔티 , ㈜게이트픽쳐스",2013-03-07,A.K.A. 미라클
1475,2011,키스,드라마,"강호준 , 김진희 , 황희성 , 서용호 , 문인대 , 이정원 , 김두헌",김두헌,,"조윤미 , 정선희 , 배현경 , 김도영 , 윤영민 , 장효진 , 이선희 , 배현경 , 김준원 , 송유현 , 김성현 , 이새별 , 바우 , 김민규 , 유지수 , 정우준 , 유지혜 , 최현호 , 안수현 , 성열석 , 서민성 , 김두헌",2011-03-30,2011-05-22,(주)스푸키번치,(주)마노엔터테인먼트,(주)스푸키번치,2013-03-07,
1476,2012,설인,"판타지,스릴러",이사무엘,김택규,이사무엘,"지우 , 조용준 , 차엽 , 조은아 , 김선빈 , 조용석 , 이석 , 강석철 , 김택규 , 전국향 , 박성연 , 김태훈",2012-01-12,2012-02-29,한국영화아카데미,씨제이 씨지브이(CJ CGV)(주),한국영화아카데미,2013-03-14,2012 CINDI 아시아 경쟁부문 버터플라이상 수상
1477,2012,누구나 제 명에 죽고 싶다,"드라마,액션",김승현,김나현,김승현,"최원영 , 김이정 , 강호 , 신현탁 , 김원식 , 전종석 , 강구현 , 공민정",2012-02-29,2012-04-02,한국영화아카데미,씨제이 씨지브이(CJ CGV)(주),한국영화아카데미,2013-03-14,2012 BIFF 뉴커런츠 부문 초청작/2013 스위스 프리부르국제영화제 경쟁 부문 초청작
1478,2013,파파로티,드라마,윤종찬,"이석원 , 권유경 , 류은숙 , 방추성",유영아,"한석규 , 이제훈 , 오달수 , 조진웅 , 강소라 , 이재용 , 채성원 , 홍준표 , 송원종 , 배성우 , 차종호 , 성유빈 , 이유준 , 정민성 , 김지석 , 이상훈 , 오창경 , 이상협",2012-08-04,2012-11-01,케이엠컬쳐㈜,(주)쇼박스,케이엠컬쳐㈜,2013-03-14,A.K.A. 마이 파파로티
1479,2013,미스진은 예쁘다,드라마,장희철,배소현,"장희철 , 김경화","진선미 , 박나경 , 하현관 , 최웅 , 정길재 , 남진우 , 양명숙 , 유성곤 , 박성훈 , 박성훈",2010-12-26,2011-01-22,,어뮤즈,문화예술사업단 BIKI,2013-03-14,2011 BIFF 감독협회 주관 최우수 남자 연기상 수상작/2011 두바이 국제영화제 초청작/2012년 유바리 국제판타스틱영화제 초청작/2012 도빌 아시아영화제 초청작
1480,2012,연애의 온도,"멜로/로맨스,코미디",노덕,홍지용,노덕,"이민기 , 김민희 , 최무성 , 라미란 , 장영준 , 정여진 , 조치언 , 박명규 , 권유진 , 박병은 , 하연수 , 김강현 , 김자영 , 정종열",2012-08-15,2012-10-23,"롯데쇼핑㈜롯데엔터테인먼트 , 주식회사 노버스엔터테인먼트",롯데쇼핑㈜롯데엔터테인먼트,(주)뱅가드스튜디오,2013-03-21,A.K.A. 헤어지다; 그와 그녀의 인터뷰
1481,2012,지슬 - 끝나지 않은 세월2,드라마,오멸,고혁진,오멸,"이경준 , 홍상표 , 문석범 , 양정원 , 오영순 , 장경섭 , 우성욱 , 박순동 , 주정애 , 최은미 , 성민철 , 어성욱 , 이경준 , 백종환 , 조은",2011-12-23,2012-02-02,"주식회사 자파리필름 , 설문대영상",(주)영화사 진진,"주식회사 자파리필름 , 설문대영상",2013-03-21,"2012 BIFF 넷팩상, 한국영화감독조합상-감독상, 시민평론가상, CGV 무비꼴라주상 수상작/2012 ACF 장편독립영화 후반작업 지원작/2012 서울독립영화제 특별초청작/2013 선댄스영화제 월드시네마 극영화 경쟁 부문 초청작/2013 로테르담국제영화제 스펙트럼 부문 초청작/2013 브졸아시아국제영화제 황금수레바퀴상 수상작"
1482,2011,마스터 클래스의 산책,드라마,"이두용 , 박철수 , 정지영 , 이장호","이현일 , 김도경 , 한현근 , 오영환 , 이동삼","전혜영 , 서경숙 , 유지형","김현 , 임백천 , 이경영 , 명계남 , 이호동 , 임요한 , 한현근 , 박성호 , 박승옥 , 박성현",,,,주식회사 마운틴픽쳐스,마스터 클래스의 산책 제작위원회,2013-03-21,2011 BIFF 특별상영 섹션 초청작
1483,2011,생생활활,"드라마,멜로/로맨스",박철수,"오영환 , 류현진","박철수 , 서경숙 , 영작","오인혜 , 조경주 , 이덕화 , 임백천 , 오광록 , 김성민 , 이하나 , 최진영 , 류현진 , 문성호 , 박철수 , 이세일 , 이무생",2012-01-17,2012-01-29,팝엔터테인먼트,팝엔터테인먼트,"(주)버킷스튜디오 , (주)프리콤프로덕션",2013-03-21,
1484,2013,소명 하늘의 별,다큐멘터리,신현원,,,"송채환 , 조태환 , 오순옥 , 조하은 , 조예은",2010-08-20,2013-02-28,,(주)에스피엠,신현원프로덕션,2013-03-21,
1485,2012,모래가 흐르는 강,다큐멘터리,지율,김일권,,,2009-12,2013-01,,(주)시네마달,"초록의 공명 , (주)시네마달",2013-03-28,
1486,2012,좋은 친구들,액션,진형태,"박성준 , 유재영",진형태,"연정훈 , 이지훈 , 키타무라 카즈키 , 최정원 , 김영훈 , 이찬영 , 구필우 , 성혁",2009-05-15,2012-05-09,주니파워픽처스(주),(주)마인스 엔터테인먼트,"주니파워픽처스(주) , 판타지웍스엔터",2013-03-28,A.K.A. 스위트 드림
1487,2012,반달곰,드라마,이정홍,우시아,이정홍,"최경준 , 강연정 , 박지성 , 정보창 , 신재혁",2012-01-28,2012-02-07,,㈜인디스토리,,2013-02-04,2012 서울독립영화제 초청작/2012 경남독립영화제 개막작/2012 대단한단편영화제 초청작/2012 부산국제단편영화제 우수작품상 수상작
1488,2012,남쪽으로 튀어,"코미디,드라마",임순례,김보람,"이계벽 , 나현 , 김윤석 , 최문석","김윤석 , 오연수 , 한예리 , 백승환 , 박사랑 , 김성균 , 이청기 , 이현경 , 최성태 , 홍지은 , 황인준 , 박윤호 , 서은아 , 김종구 , 김홍파 , 라미란 , 이동휘 , 박진우 , 이대연 , 유재명 , 유하복 , 오희준 , 김태훈 , 김자영 , 김영웅 , 김경덕 , 전수지 , 전광진 , 오창경 , 김종태",2012-05-27,2012-09-27,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,"(주)영화사거미 , 필름트레인",2013-02-06,일본 오쿠다 히데오 동명 소설 원작
1489,2012,남자사용설명서,"코미디,멜로/로맨스",이원석,윤창숙,"하수진 , 노혜영 , 이원석","김영현 , 이시영 , 오정세 , 박영규 , 김정태 , 이원종 , 배성우 , 김준성 , 김민재 , 경수진 , 조혜선 , 최우영 , 성윤용 , 손종규 , 이순혜 , 차종호 , 정보름 , 손산 , 김영웅 , 차청화 , 김사희",2012-04-17,2012-06-27,데이지엔터테인먼트,(주)쇼박스,(주)영화사소풍,2013-02-14,
1490,2011,굿바이 홈런,다큐멘터리,이정호,,,"원주고등학교 야구부 , 하미연",2009-01,2010-09,,시네마달,소울다큐,2013-02-14,2010 BIFF AMD 후반제작지원작/2011 DMZ 국제다큐멘터리영화제 관객상 수상작/2012 영진위 장편독립영화 현물지원작
1491,2011,불륜의 시대,"멜로/로맨스,드라마",전규환,최미애,전규환,"윤동환 , 최원정 , 신예안 , 월쉬 널래그 , 정인성 , 최원정 , 손민홍",2011-01,2011-06,,(주)키노아이디엠씨,(주)트리필름,2013-02-14,A.K.A. 바라나시/2011 BIFF 한국영화의 오늘-파노라마 부문 초청작/2012 베를린국제영화제 파노라마 부문 초청작/2012 홍콩국제영화제 인디파워 부문 초청작/2012 영진위 예술영화인정작
1492,2012,신세계,"범죄,액션",박훈정,박민정,박훈정,"이정재 , 최민식 , 황정민 , 박성웅 , 송지효 , 정영기 , 이경영 , 정군 , 정민욱 , 정종화 , 최봉록 , 권지훈 , 한동욱 , 한재덕 , 허명행 , 남경민 , 신수정 , 연영식 , 김병옥 , 김홍파 , 장광 , 정재헌 , 김윤성 , 최일화 , 리우진 , 박인수 , 권태원 , 정민성 , 류성현 , 곽진석 , 김서원",2012-06-16,2012-09-14,(주)넥스트엔터테인먼트월드(NEW),(주)넥스트엔터테인먼트월드(NEW),"(주)사나이픽처스 , (주)페퍼민트앤컴퍼니 , (주)대명문화공장 , (주)파트너스케이",2013-02-21,
1493,2012,분노의 윤리학,"스릴러,드라마",박명랑,홍이연정,박명랑,"이제훈 , 조진웅 , 곽도원 , 문소리 , 이승준 , 고성희 , 박길수 , 진용욱 , 이나라 , 김태훈 , 곽진무 , 김기천 , 최광일 , 한이진",2012-07-18,2012-09-03,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,"(주)티피에스컴퍼니 , (주)사람엔터테인먼트",2013-02-21,2012 영진위 한국영화스태프인건비지원작
1494,2012,"1999, 면회",드라마,김태곤,,김태곤,"심희섭 , 김창환 , 안재홍 , 김꽃비 , 전고운 , 진태철 , 고봉곤 , 김범철 , 최형선 , 김태곤 , 황미영",2012-01-27,2012-02-08,,㈜인디스토리,광화문시네마,2013-02-21,2012 BIFF 한국영화의 오늘-비전 부문 초청작/2012 BIFF 한국영화감독조합상 남자배우상 수상/2012 ACF 장편독립영화 후반작업 지원작/2012 영진위 하반기다양성영화개봉지원작
1495,2012,뒷담화: 감독이 미쳤어요,드라마,이재용,김미화,이재용,"윤여정 , 박희순 , 강혜정 , 오정세 , 김민희 , 김옥빈 , 류덕환 , 이하늬 , 김남진 , 최화정 , 김C , 정은채 , 이솜 , 김기방 , 조상경",2011-12-28,2011-12-30,필라멘트픽쳐스,필라멘트픽쳐스,"주식회사 뭉클픽쳐스 , 위더스필름(주)",2013-02-28,2012 BIFF 한국영화의 오늘-파노라마 부문 초청작/2013 베를린국제영화제 파노라마 부문 공식 초청작
1496,2012,누구의 딸도 아닌 해원,드라마,홍상수,김경희,홍상수,"정은채 , 이선균 , 김자옥 , 기주봉 , 김의성 , 유준상 , 예지원 , 류덕환 , 제인 버킨 , 박주희 , 배유람 , 안재홍 , 안선영 , 정다원 , 한재이",2012-03-21,2012-03-30,,"(주)영화제작전원사 , (주)영화사 조제",(주)영화제작전원사,2013-02-28,2012 영진위 하반기다양성영화개봉지원작/2013 베를린국제영화제 경쟁 부문 초청작
1497,2013,누나,드라마,이원식,"조현기 , 정진미","이원식 , 정진미","성유리 , 이주승 , 이태인 , 이태진 , 임세호 , 임지우 , 장예원 , 전인성 , 전희정 , 정규필 , 정윤경 , 지요 , 차상균 , 기철환 , 길민경 , 김남규 , 김상미 , 김소윤 , 김슬기 , 최혜민 , 하민호 , 박준희 , 손진우 , 송준 , 이원식 , 이재완",2010-08-02,2010-11-05,,어뮤즈,영화제작소 정감,2013-01-03,2009 영진위 하반기 독립영화제작지원작/2009 서울기독교영화제 사전제작지원작/2011 영진위 독립영화후반작업현물지원작/2012 영진위 다양성영화개봉지원작/2012 영진위 예술영화인정작
1498,2012,마이 리틀 히어로,드라마,김성훈,이준택,안호경,"김래원 , 지대한 , 이성민 , 조안 , 이광수 , 이청미 , 이효선 , 조선아 , 최지연 , 김원해 , 이해영 , 이민아 , 김강일 , 강두 , 김성은 , 홍인",2012-03-25,2012-09-16,(주)씨제이이엔엠,(주)씨제이이엔엠,굿초이스컷픽쳐스(주),2013-01-09,A.K.A. 슈퍼스타/CJ Project S 1기 선정작
1499,2012,박수건달,코미디,조진규,"김우재 , 김윤석",박규태,"박신양 , 김정태 , 엄지원 , 정혜영 , 김성균 , 최일화 , 최지호 , 김형범 , 장원종 , 이충재 , 장성진 , 장진 , 조용우 , 김에스라 , 현태환 , 서형찬 , 이덕화 , 정윤선 , 김홍파 , 이양희 , 정민성 , 김경룡 , 홍기준 , 김남순 , 설창희 , 박세진",2012-03-27,2012-07-10,(주)쇼박스,(주)쇼박스,"주식회사 제이앤피 , 박수건달문화산업전문(유) , (주)쇼박스",2013-01-09,A.K.A. 신의 남자
1500,2012,베드,드라마,박철수,"류현진 , 오영환",박철수,"장혁진 , 이민아 , 김나미 , 이하나 , 이형식",2012-07-15,2012-08-21,"(주)아트서비스 , (주)나우콘텐츠",주식회사 마운틴픽쳐스,씨네힐,2013-01-17,권지예 단편소설집 중 동명 작품 원작/2012 BIFF 갈라프레젠테이션 부문 초청작/2012 영진위 예술영화제작지원작
1501,2012,배꼽,"가족,코미디",박보상,"임정향 , 김종현","이수미 , 박보상","김승우 , 이미숙 , 천호진 , 김효진 , 지서윤 , 예학영",,,"(주)태원엔터테인먼트 , 타임스토리그룹(주) , 케이티비네트워크(주)",타임스토리그룹(주),"(주)태원엔터테인먼트 , 지오엔터테인먼트",2013-01-17,
1502,2012,7번방의 선물,"코미디,드라마",이환경,"임민섭 , 김민국 , 김상은 , 오영재","이환경 , 김황성 , 김영석","류승룡 , 박신혜 , 갈소원 , 정진영 , 오달수 , 박원상 , 김정태 , 정만식 , 김기천 , 장호준 , 김동민 , 박수진 , 박유경 , 박정배 , 조덕현 , 박상면 , 조재윤 , 박길수 , 이승연 , 김봉수 , 정희태 , 이윤희 , 오창경 , 한이진",2012-06-20,2012-10-10,(주)넥스트엔터테인먼트월드(NEW),(주)넥스트엔터테인먼트월드(NEW),"(주)화인웍스 , (주)씨엘엔터테인먼트",2013-01-23,A.K.A. 12월 23일
1503,2012,뽀로로 극장판 슈퍼썰매 대모험,애니메이션,박영균,"김현호 , 김종범 , 우지희 , 남현 , 김일호","김은숙 , 이인균","이선 , 이미자 , 김환진 , 함수정 , 홍소영 , 조현정 , 정미숙 , 강승훈 , 김남희 , 김은정 , 김정달 , 김태훈 , 노영란 , 박민교 , 박영수 , 박장호 , 윤창섭",2009,2011,(주)오콘,"(주)넥스트엔터테인먼트월드(NEW) , (주)씨제이이엔엠","(주)오콘 , 중국오락문화투자유한회사",2013-01-23,3D 프로덕션 제작/2012 경기콘텐츠진흥원 신화창조 프로젝트 투자지원작
1504,2011,나비와 바다,다큐멘터리,박배일,,,"재년 , 강숙자 , 윤윤자 , 노재년 , 강우영",2009-09-26,2011-05-21,,(주)시네마달,오지필름,2013-01-24,2010 영진위 하반기 독립영화제작지원작/2010 BIFF ACF-AND 동의시네마펀드선정작/2011 BIFF 와이드앵글 다큐멘터리 경쟁 부문 초청작/2011 BIFF 메세나상 수상/2011 BIFF ACF-AND 배급지원펀드선정작/2012 영진위 하반기 인디플러스 홍보-마케팅 지원작/2013 영진위 1분기 장편독립영화 현물지원작(디지털분야)
1505,2012,베를린,액션,류승완,"국수란 , 한재덕",류승완,"하정우 , 한석규 , 류승범 , 전지현 , 이경영 , 최무성 , 곽도원 , 김서형 , 백승익 , 배정남 , 곽진석 , 김서원",2012-04-16,2012-09-07,(주)씨제이이엔엠,(주)씨제이이엔엠,"(주)외유내강 , (주)씨제이이엔엠",2013-01-30,
1506,2011,그 여자 그 남자의 속사정,"멜로/로맨스,코미디",이윤형,윤석주,이윤형,"정다혜 , 연제욱 , 서지석 , 이상일 , 한설아 , 이춘성 , 김훈 , 정애화 , 김기천",2009-10-14,2009-11-13,,어뮤즈,모티브 필름,2013-01-31,
1507,2011,물고기,미스터리,박홍민,최성원,박홍민,"이장훈 , 김선빈 , 최소은 , 박노식 , 임호상 , 홍이게 , 박홍민",2010-11-05,2010-11-30,"동아방송예술대학(공산학원) , 트라움 파브릭 필름",(주)미로비젼,디마엔터테인먼트,2013-01-31,3D 제작/2011 BIFF 한국영화의 오늘-비전 부문 초청작/2012 로테르담국제영화제 타이거 어워즈 부문 초청작/2012 영진위 예술영화인정작
1508,2012,나의 PS 파트너,"멜로/로맨스,코미디",변성현,이진희,"변성현 , 김민수","지성 , 김아중 , 신소율 , 강경준 , 김성오 , 정수영 , 문지윤 , 김보미 , 지은 , 최은두 , 박준기 , 신해철 , 이미소 , 김보연 , 정종열 , 최교식 , 설창희",2012-03-14,2012-06-11,(주)씨제이이엔엠,(주)씨제이이엔엠,나의PS파트너 문화산업전문회사,2012-12-06,
1509,2012,롤플레이,"멜로/로맨스,스릴러",백상열,김안나,박세열,"이동규 , 김진선 , 한하유",2012-03-28,2012-04-25,골든타이드픽처스(주),골든타이드픽처스(주),골든타이드픽처스(주),2012-12-06,2012 영진위 예술영화인정작
1510,2011,영화판,다큐멘터리,허철,"정지영 , 허철 , 곽태준 , 곽태준 , 한현근",허철,"정지영 , 윤진서 , 임권택 , 안성기 , 이진훈 , 이두용",2009,2011,,주식회사 마운틴픽쳐스,"(주)아우라픽처스 , 엔터시네마",2012-12-06,2011 BIFF 와이드 앵글 부문 초청작/2012 영진위 다양성영화개봉지원작/2012 영진위 예술영화인정작
1511,2012,네모난원,"드라마,멜로/로맨스",김성훈,"장석우 , 신승수","한창성 , 서장현","김정학 , 정욱 , 안미나 , 장석우 , 조영택 , 최영덕 , 박석희 , 배성현 , 서지원",2012-08-23,2012-09-24,,(주)팝엔터테인먼트,영화사 랑,2012-12-06,2012 영진위 예술영화인정작
1512,2012,차이나 블루,"드라마,멜로/로맨스",김건,이배훈,김건,"백성현 , 김주영 , 정주연 , 이지운 , 장현기 , 정구영 , 사우 , 안성현 , 손세빈 , 지대한 , 공정환 , 서호철 , 추연규",2011-12-11,2012-02-10,,프로젝트 엠피,"(주)CMG초록별 , 앤에프통상",2012-12-13,2010 영진위 예술영화제작지원작
